Lot,Wafer,X,Y,temp,Site,Bin,Split,IDDS_Hard_VDD_All_VDD33,IDDS_Hard_VDDA_VDD33,IDDS_Hard_VDDP_VDD33,IDDS_Hard_VDDC_VDD33,IDDS_Hard_VDDI_VDD33,IDDS_Soft_VDD_All_VDD33,IDDS_Soft_VDDA_VDD33,IDDS_Soft_VDDP_VDD33,IDDS_Soft_VDDC_VDD33,IDDS_Soft_VDDI_VDD33,IDDD_VDD_All_VDD33,IDDD_VDDA_VDD33,IDDD_VDDP_VDD33,IDDD_VDDC_VDD33,IDDD_VDDI_VDD33,PCP_3p9,NCP_0p75,Analog_AMONITOR_BGR,Analog_AMONITOR_VRTOP,Analog_AMONITOR_REFT,Analog_AMONITOR_ASPCML,Analog_AMONITOR_REFB,Analog_AMONITOR_DAC_OUT0,Analog_AMONITOR_DAC_OUT1,Ana_Temp_Rd1,Ana_Temp_Rd2,Ana_Temp_Rd3,Ana_Temp24_Rd1,Ana_Temp24_Rd2,Ana_Temp24_Rd3,ADC_PGA_GAIN1_1_Max_Test,ADC_PGA_GAIN1_1_Min_Test,ADC_PGA_GAIN1_2_Max_Test,ADC_PGA_GAIN1_2_Min_Test,ADC_ASP_GAIN_Max_Test,ADC_ASP_GAIN_Min_Test,ADC_ADC1_Max_Test,ADC_ADC1_Min_Test,ADC_ADC2_Max_Test,ADC_ADC2_Min_Test,ADC_RNG_Max_Test,ADC_RNG_Min_Test,ADC_DACOFFSET1_Max_Test,ADC_DACOFFSET1_Min_Test,ADC_DACOFFSET2_Max_Test,ADC_DACOFFSET2_Min_Test,ADC_DACOFFSET3_Max_Test,ADC_DACOFFSET3_Min_Test,Black_Signal_G1_Test,Black_Signal_G2_Test,Black_Signal_R_Test,Black_Signal_B_Test,Black_GGRatio_Test,Black_CFPN_Test,Black_RFPN_Test,Black_Defect_High_Test,White_Sens_G1_Test,White_Sens_G2_Test,White_Sens_R_Test,White_Sens_B_Test,White_Signal_G_Test,White_Signal_G2_Test,White_Signal_R_Test,White_Signal_B_Test,White_Ratio_GG_Test,White_Ratio_RG_Test,White_Ratio_BG_Test,White_Defect_High_Test,White_Defect_Low_Test,White_AdjacentDefect_Flat,White_CFPN_Test,White_RFPN_Test,White_Blotch_Test,White_SNR_G1_Test,White_SNR_G2_Test,White_SNR_R_Test,White_SNR_B_Test,White_VAR1,White_VAR2,White_VAR3,White_VAR4,White_VAR5,White_VAR6,White_VAR7,White_VAR8,White_VAR9,White_CG1,White_CG2,White_CG3,White_CG4,White_CG5,White_CG6,White_CG7,White_CG8,White_CG9,White2_Sens_G1_Test,White2_Sens_G2_Test,White2_Sens_R_Test,White2_Sens_B_Test,White2_Signal_G_Test,White2_Signal_G2_Test,White2_Signal_R_Test,White2_Signal_B_Test,White2_Ratio_GG_Test,White2_Ratio_RG_Test,White2_Ratio_BG_Test,White2_Defect_High_Test,White2_Defect_Low_Test,White2_AdjacentDefect_Fla,White2_CFPN_Test,White2_RFPN_Test,White2_Blotch_Test,White2_SNR_G1_Test,White2_SNR_G2_Test,White2_SNR_R_Test,White2_SNR_B_Test,White3_Sens_G1_Test,White3_Sens_G2_Test,White3_Sens_R_Test,White3_Sens_B_Test,White3_Signal_G_Test,White3_Signal_G2_Test,White3_Signal_R_Test,White3_Signal_B_Test,White3_Ratio_GG_Test,White3_Ratio_RG_Test,White3_Ratio_BG_Test,White3_Defect_High_Test,White3_Defect_Low_Test,White3_AdjacentDefect_Fla,White3_CFPN_Test,White3_RFPN_Test,White3_Blotch_Test,White3_SNR_G1_Test,White3_SNR_G2_Test,White3_SNR_R_Test,White3_SNR_B_Test,Lag1_GreenMean_Test,Lag2_GreenMean_Test,Lag_Diff_G1_Test,Lag_Diff_G2_Test,Lag_Diff_Red_Test,Lag_Diff_Blue_Test,Lag3_GreenMean_Test,Lag4_GreenMean_Test,Lag4_Diff_G1_Test,Lag4_Diff_G2_Test,Lag4_Diff_Red_Test,Lag4_Diff_Blue_Test,Dark_Signal_G_Test,Dark_Signal_G2_Test,Dark_Signal_R_Test,Dark_Signal_B_Test,Dark_BP_1280Code_Test,Dark_2Adj_Flat_Test,Dark_Variation_G1_Test,Dark_Variation_G2_Test,Dark_Variation_R_Test,Dark_Variation_B_Test,Dark_Uniformity_Test,Dark_Defect_L0_200,Dark_Defect_L201_400,Dark_Defect_L401_600,Dark_Defect_L601_800,Dark_Defect_L801_1000,Dark_Defect_L1001_1200,Dark_Defect_L1201_1400,Dark_Defect_L1401_1600,Dark_Defect_L1601_2000,Dark_Defect_L2001_2400,Dark_Defect_L2401_2800,Dark_Defect_L2801_3200,Dark_Defect_L3201_3600,Dark_Defect_L3601_4000,Dark_Defect_L4001_4095,Dark2_Signal_G_Test,Dark2_Signal_G2_Test,Dark2_Signal_R_Test,Dark2_Signal_B_Test,Dark2_BP_1280Code_Test,Dark2_2Adj_Flat_Test,Dark2_Variation_G1_Test,Dark2_Variation_G2_Test,Dark2_Variation_R_Test,Dark2_Variation_B_Test,Dark2_Uniformity_Test,Dark3_Signal_G_Test,Dark3_Signal_G2_Test,Dark3_Signal_R_Test,Dark3_Signal_B_Test,Dark3_BP_1280Code_Test,Dark3_2Adj_Flat_Test,Dark3_Variation_G1_Test,Dark3_Variation_G2_Test,Dark3_Variation_R_Test,Dark3_Variation_B_Test,Dark3_Uniformity_Test,Dark4_Signal_G_Test,Dark4_Signal_G2_Test,Dark4_Signal_R_Test,Dark4_Signal_B_Test,Dark4_BP_1280Code_Test,Dark4_2Adj_Flat_Test,Dark4_Variation_G1_Test,Dark4_Variation_G2_Test,Dark4_Variation_R_Test,Dark4_Variation_B_Test,Dark4_Uniformity_Test,Sat_Signal_G_Test,Sat_Signal_G2_Test,Sat_Signal_R_Test,Sat_Signal_B_Test,Sat_Std_Test,Sat_Uniformity_Test,Sat_CFPN_Test,Sat_RFPN_Test,Sat2_Signal_G_Test,Sat2_Signal_G2_Test,Sat2_Signal_R_Test,Sat2_Signal_B_Test,Sat2_Std_Test,Sat2_Uniformity_Test,Sat2_CFPN_Test,Sat2_RFPN_Test
17B636,#20,93,120,60.10,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17B636,#20,94,120,60.10,4,1,1,8.5684e-06,1.6543e-06,2.0117e-06,4.6914e-06,2.109375e-07,0.0011512,1.5039e-06,2.168e-06,0.0011367,1.07617e-05,0.0266035,0.0156328,0.0037266,0.0024883,0.0047559,3.029,-0.8880328,1.1966,2.3857,2.1178,1.6376,1.1571,1.3856,1.1536,16246.0,16245.0,16238.0,16398.0,16398.0,16396.0,148.25,58.25,128.75,97.75,1293.2,-5.0,16.75,0.0,21.25,0.0,1069.2,-4.0,6.5,-2.25,14.0,1.25,69.75,58.25,210.0,211.0,210.0,211.0,1.0048,14.3651,16.9034,239903.0,8.4886,8.4886,8.4836,8.4936,1695.0,1696.0,1694.0,1696.0,1.0006,0.9991153,1.0003,4.0,1.0,3.0,-15.6111,13.2647,0.0,31.4706,29.9427,29.8117,37.8434,421.5181,411.1869,397.481,415.7801,418.8077,424.9457,419.1956,415.7004,418.6391,44.9454,43.7933,42.6464,44.3681,44.6483,45.5674,44.7048,44.5784,45.0486,8.4936,8.4936,8.4836,8.4836,848.0,847.0,847.0,847.0,0.9988207,0.99941,0.99941,5.0,1.0,4.0,13.5159,14.3109,0.0,30.5062,21.8381,21.7626,34.8124,8.36,8.36,8.36,8.36,2504.0,2505.0,2504.0,2504.0,1.0004,0.9998004,0.9998004,4.0,0.0,3.0,-21.377,8.2731,0.0,35.5206,35.3954,35.2495,39.413,266.0,264.0,1.0,1.0,1.0,1.0,265.0,266.0,0.0,0.0,0.0,0.0,126.0,126.0,126.0,126.0,126.0,9.0,73.5012,69.2292,80.4424,58.6031,14.0,236207.0,3437.0,82.0,26.0,13.0,11.0,5.0,7.0,16.0,19.0,19.0,17.0,22.0,9.0,14.0,226.0,227.0,226.0,227.0,101.0,7.0,47.5365,43.3368,48.8919,34.7278,13.0,279.0,279.0,279.0,279.0,129.0,9.0,72.3979,68.7792,79.746,58.2568,14.0,327.0,328.0,327.0,327.0,147.0,11.0,87.0362,84.6865,93.2533,71.0056,15.0,3074.0,3075.0,3073.0,3073.0,43.2554,87.0,-10.0238,16.5504,3065.0,3066.0,3064.0,3064.0,42.8518,84.0,-8.5794,16.9874
17B636,#20,95,120,60.10,5,1,1,8.3984e-06,2.0586e-06,2.1074e-06,3.9863e-06,2.460938e-07,0.0011903,1.9141e-06,1.8945e-06,0.0011758,1.06641e-05,0.0260605,0.0146641,0.0039453,0.0025527,0.0048984,3.0287,-0.8617615,1.0982,2.3341,1.9328,1.496,1.0585,1.275,1.1823,17876.0,17874.0,17872.0,18030.0,18030.0,18028.0,156.25,62.75,143.5,38.25,1459.0,-4.0,19.5,0.0,25.0,0.0,1225.3,-6.0,5.0,-2.5,14.5,-1.5,67.75,61.25,236.0,236.0,236.0,236.0,1.0,3.131,2.8151,239904.0,9.4151,9.4151,9.4151,9.4201,1880.0,1879.0,1880.0,1881.0,0.9994681,1.0003,1.0008,0.0,0.0,0.0,-15.3175,4.6807,0.0,37.7979,38.0768,38.0264,37.9905,512.8726,518.34,507.3059,527.9019,534.0746,524.5886,509.8712,513.1284,505.4577,49.6298,50.0312,48.8873,50.9314,51.3833,50.4679,49.5161,49.7453,49.0118,9.395,9.395,9.395,9.405,938.0,938.0,938.0,939.0,1.0,1.0,1.0011,0.0,0.0,0.0,-8.2341,3.1555,0.0,34.8083,35.0159,35.0734,34.794,9.2581,9.2581,9.2581,9.2615,2773.0,2772.0,2773.0,2774.0,0.9996394,1.0002,1.0005,0.0,0.0,0.0,-20.4008,6.5714,0.0,39.6344,39.6651,39.4793,39.2178,316.0,315.0,0.0,1.0,0.0,0.0,316.0,317.0,0.0,0.0,0.0,0.0,122.0,122.0,122.0,122.0,141.0,0.0,82.1336,80.965,77.5102,74.0173,12.0,235818.0,3732.0,156.0,26.0,16.0,10.0,10.0,8.0,10.0,13.0,23.0,24.0,21.0,17.0,20.0,282.0,283.0,282.0,282.0,122.0,0.0,51.3871,49.9944,46.4402,45.1722,11.0,341.0,341.0,341.0,341.0,152.0,0.0,80.7876,79.881,77.2503,73.4252,12.0,395.0,395.0,395.0,395.0,171.0,0.0,93.0012,92.8952,92.11,88.6931,15.0,3398.0,3397.0,3396.0,3396.0,41.8748,61.0,9.8294,-14.7479,3389.0,3388.0,3387.0,3387.0,41.5455,61.0,-9.5437,-14.7815
17B636,#20,96,120,60.10,6,1,1,7.0488e-06,1.2148e-06,1.8418e-06,3.6914e-06,3.007813e-07,0.0011776,1.2695e-06,1.9922e-06,0.0011641,1.02344e-05,0.0266172,0.0154453,0.0038242,0.0025352,0.0048125,3.0331,-0.8774617,1.1654,2.3783,2.0681,1.5984,1.1284,1.3522,1.1619,16183.0,16174.0,16173.0,16317.0,16316.0,16317.0,148.5,61.5,135.0,105.5,1360.2,-2.75,18.25,0.0,21.25,0.0,1136.3,-5.0,7.0,-5.75,12.0,1.75,67.25,60.75,215.0,216.0,215.0,216.0,1.0047,1.8929,2.5504,239904.0,8.7139,8.7139,8.7139,8.7139,1740.0,1740.0,1740.0,1740.0,1.0,1.0,1.0,0.0,0.0,0.0,-15.6786,5.2731,0.0,38.0213,38.0815,37.7943,37.9181,446.7498,445.86,437.9857,453.2465,449.5633,456.4124,437.0893,446.7354,443.7861,46.5865,46.471,45.8487,47.1414,46.7126,47.6395,45.729,46.7084,46.6269,8.6939,8.6939,8.6939,8.6939,868.0,869.0,868.0,868.0,1.0012,0.9994243,0.9994243,0.0,0.0,0.0,-8.4286,-3.2395,0.0,34.7025,34.7222,34.7606,34.95,8.5971,8.5971,8.5938,8.5971,2575.0,2575.0,2574.0,2575.0,1.0,0.9996116,1.0,0.0,0.0,0.0,-17.5476,5.2773,0.0,39.6547,39.4826,39.407,39.2831,275.0,274.0,0.0,0.0,0.0,0.0,276.0,274.0,1.0,1.0,0.0,1.0,125.0,126.0,125.0,125.0,145.0,0.0,83.3273,78.2069,67.2327,78.7983,15.0,236214.0,3371.0,118.0,23.0,17.0,10.0,10.0,15.0,9.0,10.0,23.0,32.0,20.0,19.0,13.0,243.0,244.0,243.0,243.0,118.0,0.0,48.6572,47.8589,39.374,48.5912,16.0,298.0,299.0,298.0,299.0,155.0,0.0,82.4981,77.7723,66.9815,77.6839,15.0,350.0,351.0,350.0,351.0,173.0,0.0,97.3236,94.2449,82.9874,92.0933,17.0,3192.0,3192.0,3190.0,3191.0,40.5147,69.0,9.3175,16.4622,3182.0,3182.0,3180.0,3180.0,40.1649,69.0,9.754,16.4916
17B636,#20,97,120,60.10,7,1,1,7.6875e-06,1.1934e-06,2.0508e-06,4.209e-06,2.34375e-07,0.0011852,1.1328e-06,1.8164e-06,0.0011719,1.03516e-05,0.0266426,0.0154375,0.0038906,0.0025469,0.0047676,3.0321,-0.8497518,1.2119,2.3889,2.1353,1.6547,1.1728,1.3992,1.1704,16068.0,16064.0,16060.0,16214.0,16211.0,16207.0,143.75,59.25,132.0,103.25,1332.2,-1.25,19.25,0.0,22.0,0.0,1113.3,-4.25,6.75,-2.75,13.25,4.25,69.25,60.25,214.0,215.0,214.0,215.0,1.0047,-2.4325,2.479,239904.0,8.3984,8.3984,8.3984,8.3984,1677.0,1677.0,1677.0,1677.0,1.0,1.0,1.0,0.0,0.0,0.0,-11.7103,5.437,0.0,37.9811,37.5408,37.7206,38.022,416.9108,424.3255,418.7216,438.3318,414.0495,418.0088,412.2155,418.821,407.6961,44.9964,45.8469,45.5104,47.1148,44.6396,45.2886,44.5011,45.3487,44.3598,8.3834,8.3834,8.3734,8.3834,837.0,837.0,836.0,837.0,1.0,0.9988052,1.0,0.0,0.0,0.0,-8.1508,3.5672,0.0,34.8643,34.7428,34.7507,34.6677,8.2766,8.2766,8.2766,8.2766,2479.0,2479.0,2479.0,2479.0,1.0,1.0,1.0,0.0,0.0,0.0,-16.381,6.1555,0.0,39.3635,39.3658,39.421,39.4018,258.0,257.0,0.0,0.0,1.0,0.0,259.0,259.0,0.0,0.0,0.0,0.0,126.0,126.0,125.0,126.0,145.0,0.0,77.9519,63.1019,72.4057,78.1518,23.0,236315.0,3298.0,88.0,26.0,18.0,8.0,10.0,14.0,16.0,17.0,21.0,30.0,24.0,10.0,9.0,243.0,244.0,243.0,244.0,114.0,0.0,46.9177,37.8022,43.1802,47.7891,21.0,298.0,298.0,298.0,298.0,155.0,0.0,76.9495,63.0274,71.762,77.953,24.0,348.0,349.0,348.0,348.0,172.0,0.0,92.4089,79.6011,87.5711,95.0294,26.0,3097.0,3096.0,3095.0,3095.0,46.4273,102.0,-9.0595,16.1807,3088.0,3087.0,3086.0,3086.0,46.0381,100.0,-8.8214,16.021
17B636,#20,98,120,60.00,0,1,1,7.5781e-06,1.7305e-06,2.0605e-06,3.5039e-06,2.832031e-07,0.00117,1.4063e-06,2.0703e-06,0.0011563,1.02734e-05,0.0259746,0.0148359,0.003916,0.002543,0.0046797,3.0278,-0.8503773,1.1669,2.3667,2.0498,1.5892,1.1273,1.356,1.2499,17887.0,17867.0,17864.0,18025.0,18013.0,18030.0,155.75,64.25,146.0,59.0,1427.3,-4.5,18.75,0.0,22.25,0.0,1184.5,-5.25,5.0,-3.25,15.75,3.25,70.25,59.25,234.0,235.0,234.0,235.0,1.0043,2.2778,-3.1387,239904.0,8.7941,8.7941,8.7891,8.7941,1756.0,1756.0,1755.0,1756.0,1.0,0.9994305,1.0,0.0,0.0,0.0,-14.6071,-5.1303,0.0,37.4983,37.5323,37.5948,37.7163,474.6095,453.7674,465.3603,465.8537,474.8931,447.6233,460.37,466.5743,455.3117,49.0578,46.8564,47.9982,47.9965,48.9254,46.1134,47.5551,48.275,46.9812,8.774,8.774,8.7841,8.774,876.0,876.0,877.0,876.0,1.0,1.0011,1.0,0.0,0.0,0.0,-8.2063,3.8403,0.0,34.6234,34.7686,34.9353,34.6923,8.6572,8.6572,8.6572,8.6538,2593.0,2592.0,2593.0,2592.0,0.9996143,1.0002,0.9998071,0.0,0.0,0.0,-18.0595,-6.0336,0.0,39.3709,39.1635,39.2317,39.1292,279.0,278.0,0.0,0.0,0.0,0.0,279.0,276.0,2.0,2.0,1.0,2.0,123.0,123.0,122.0,123.0,164.0,4.0,81.4505,78.9059,69.9794,68.7856,14.0,236323.0,3245.0,123.0,19.0,11.0,16.0,8.0,20.0,23.0,21.0,26.0,28.0,24.0,8.0,9.0,278.0,279.0,279.0,279.0,134.0,0.0,49.7883,47.4743,41.8553,41.3666,9.0,335.0,336.0,335.0,336.0,176.0,4.0,80.9838,78.5093,69.8018,68.36,13.0,388.0,388.0,388.0,388.0,193.0,4.0,96.2895,95.6984,86.222,85.4401,14.0,3250.0,3249.0,3248.0,3248.0,49.2386,111.0,10.7698,18.2101,3241.0,3241.0,3240.0,3240.0,48.6646,110.0,10.4286,17.4832
17B636,#20,99,120,60.00,1,1,1,6.9082e-06,1.3867e-06,1.916e-06,3.582e-06,2.34375e-08,0.00118,1.4844e-06,2.0703e-06,0.001166,1.03906e-05,0.025998,0.0149297,0.0039043,0.0025508,0.0046133,3.0281,-0.8588842,1.1783,2.3622,2.0733,1.606,1.1364,1.3802,1.1871,16432.0,16424.0,16429.0,16581.0,16579.0,16576.0,151.0,61.75,145.75,73.25,1408.5,-3.25,19.0,0.0,22.5,0.0,1190.0,-11.5,6.25,-2.75,14.25,3.0,71.5,60.75,262.0,262.0,262.0,262.0,1.0,-2.119,3.0168,239904.0,8.759,8.759,8.759,8.754,1749.0,1749.0,1749.0,1748.0,1.0,1.0,0.9994282,0.0,0.0,0.0,-14.8849,5.0252,0.0,37.9869,37.9467,37.8741,37.7011,451.3942,448.498,438.47,454.7534,451.7434,453.6175,458.6023,444.8609,455.4691,47.038,46.5876,45.5797,47.2759,46.7232,47.019,47.7051,46.2039,47.2496,8.754,8.754,8.754,8.754,874.0,874.0,874.0,874.0,1.0,1.0,1.0,0.0,0.0,0.0,-7.6746,-3.2773,0.0,34.722,35.0361,34.6175,34.4565,8.6138,8.6138,8.6104,8.6104,2580.0,2578.0,2579.0,2579.0,0.9992248,1.0,1.0,0.0,0.0,0.0,-18.4325,-5.8866,0.0,39.0645,39.3245,39.2111,39.0575,280.0,278.0,1.0,2.0,2.0,1.0,281.0,280.0,1.0,2.0,0.0,1.0,122.0,123.0,122.0,123.0,163.0,2.0,70.8622,79.3996,84.6192,78.4719,18.0,236762.0,2835.0,93.0,20.0,14.0,15.0,10.0,6.0,18.0,20.0,29.0,35.0,23.0,13.0,11.0,317.0,318.0,317.0,318.0,143.0,2.0,42.1393,47.3261,50.3779,47.7341,15.0,373.0,374.0,373.0,373.0,179.0,2.0,70.556,79.209,84.0931,77.1682,16.0,424.0,424.0,424.0,424.0,198.0,4.0,87.6976,94.9419,99.9812,90.0417,18.0,3173.0,3173.0,3172.0,3172.0,52.0751,130.0,-10.9802,12.7563,3167.0,3166.0,3165.0,3165.0,51.4007,128.0,-10.9444,12.8067
17B636,#20,100,120,60.00,2,1,1,7.2227e-06,1.4941e-06,1.7285e-06,4.0176e-06,-1.75781e-08,0.0011802,1.5039e-06,2.1875e-06,0.001166,1.04492e-05,0.0271035,0.0159219,0.0038145,0.0025469,0.0048203,3.0271,-0.8836542,1.2486,2.3959,2.1861,1.6985,1.2065,1.4458,1.1941,16416.0,16407.0,16410.0,16568.0,16571.0,16567.0,145.5,58.25,147.25,98.0,1348.0,-2.25,17.5,0.0,22.0,0.0,1117.2,-7.5,6.0,-3.5,13.25,2.75,67.25,62.0,231.0,232.0,231.0,232.0,1.0043,2.4524,2.3782,239904.0,8.3383,8.3383,8.3383,8.3433,1665.0,1665.0,1665.0,1666.0,1.0,1.0,1.0006,0.0,0.0,0.0,-14.0952,-3.8403,0.0,37.87,37.934,37.6992,37.6873,399.6215,402.8067,408.4723,411.7901,390.9818,415.5522,415.2906,407.9139,408.3296,43.3515,43.8229,44.2697,44.6928,42.4722,45.0587,45.0254,44.1515,44.1268,8.3433,8.3433,8.3433,8.3433,833.0,833.0,833.0,833.0,1.0,1.0,1.0,0.0,0.0,0.0,-7.5833,-3.6218,0.0,34.6727,35.0647,34.7165,34.7905,8.1764,8.1764,8.1798,8.1731,2449.0,2449.0,2450.0,2448.0,1.0,1.0004,0.9995917,0.0,0.0,0.0,-18.627,5.105,0.0,39.4149,39.1769,39.2246,39.3983,258.0,258.0,0.0,0.0,1.0,1.0,258.0,257.0,1.0,0.0,1.0,0.0,125.0,126.0,125.0,126.0,155.0,0.0,69.2178,74.0505,65.6998,75.155,21.0,236787.0,2823.0,78.0,20.0,19.0,15.0,19.0,10.0,23.0,26.0,25.0,26.0,20.0,5.0,8.0,270.0,271.0,270.0,271.0,121.0,0.0,41.8781,44.635,40.0881,45.9777,19.0,322.0,323.0,322.0,323.0,171.0,0.0,68.4162,73.9724,66.2111,74.9932,21.0,369.0,370.0,369.0,370.0,192.0,0.0,83.0811,88.9942,82.0587,91.7708,23.0,2972.0,2972.0,2971.0,2971.0,44.0357,94.0,-10.5,11.6345,2965.0,2965.0,2964.0,2964.0,43.4273,91.0,-10.2222,11.7101
17B636,#20,101,120,60.00,3,1,1,7.1465e-06,1.4277e-06,1.8145e-06,3.7227e-06,1.816406e-07,0.0011743,1.5625e-06,2.0703e-06,0.0011602,1.05273e-05,0.0268105,0.0149922,0.0044355,0.0025605,0.0048223,3.0309,-0.7109517,1.2294,2.3729,2.0927,1.6428,1.1916,1.418,1.2469,17745.0,17742.0,17741.0,17887.0,17892.0,17893.0,168.0,64.25,151.75,6.25,1491.3,-3.0,19.0,0.0,23.0,0.0,1230.3,-5.0,3.5,-3.75,12.75,3.0,69.5,59.25,239.0,239.0,239.0,239.0,1.0,2.377,3.1261,239904.0,9.1897,9.1897,9.1897,9.1897,1835.0,1835.0,1835.0,1835.0,1.0,1.0,1.0,0.0,0.0,0.0,-9.7381,-4.7941,0.0,37.6984,37.7908,37.6287,37.7607,488.3185,476.5417,483.9647,501.9901,491.1513,481.9111,499.2511,491.0721,496.6909,48.0159,46.8539,47.7171,49.2579,48.4031,47.2536,48.745,48.0193,48.4434,9.2348,9.2348,9.2348,9.2248,922.0,921.0,922.0,921.0,0.9989154,1.0005,0.9994574,0.0,0.0,0.0,-6.3492,4.3109,0.0,34.9276,34.9516,35.2156,35.1041,8.9677,8.9677,8.9677,8.9677,2686.0,2687.0,2686.0,2686.0,1.0004,0.9998139,0.9998139,0.0,0.0,0.0,-16.1746,-6.605,0.0,38.9252,39.0879,38.9894,38.9139,305.0,306.0,0.0,0.0,0.0,-1.0,306.0,305.0,0.0,1.0,0.0,1.0,124.0,124.0,124.0,124.0,137.0,0.0,73.8444,73.8552,76.1425,66.1436,19.0,236381.0,3216.0,107.0,35.0,10.0,14.0,9.0,15.0,12.0,13.0,26.0,25.0,19.0,11.0,11.0,283.0,284.0,283.0,284.0,113.0,0.0,46.2376,45.5892,49.6662,42.7226,16.0,338.0,339.0,338.0,339.0,147.0,0.0,73.0296,73.4663,75.4048,65.4001,19.0,386.0,387.0,386.0,387.0,161.0,0.0,85.4048,87.893,89.2079,77.9275,23.0,3145.0,3145.0,3145.0,3144.0,62.4296,160.0,-17.0317,-15.6218,3141.0,3141.0,3141.0,3140.0,61.6913,159.0,-15.7738,-15.7479
17B636,#20,102,120,60.00,4,1,1,7.4512e-06,1.6016e-06,1.834e-06,3.707e-06,3.085938e-07,0.0011804,1.5625e-06,2.0703e-06,0.001166,1.08008e-05,0.0265,0.0153984,0.0037793,0.002582,0.0047402,3.0281,-0.9034828,1.2119,2.3852,2.1329,1.6524,1.1699,1.4094,1.2147,16290.0,16286.0,16284.0,16433.0,16426.0,16429.0,150.75,60.75,147.5,100.5,1370.2,-2.5,20.0,0.0,21.75,0.0,1148.0,-3.0,4.75,-3.0,14.25,2.75,69.75,62.25,248.0,249.0,248.0,249.0,1.004,2.254,3.3403,239904.0,8.5988,8.5988,8.5988,8.5938,1717.0,1718.0,1717.0,1716.0,1.0006,0.9997089,0.9991266,0.0,0.0,0.0,-15.0913,-5.0126,0.0,37.8363,37.8539,37.5204,37.8724,419.0292,423.4321,409.5455,433.0233,419.0981,428.9077,430.3427,417.6785,434.8467,44.3599,44.6931,43.752,45.6053,44.1243,45.398,45.0987,43.8189,45.823,8.6238,8.6238,8.6138,8.6238,861.0,861.0,860.0,861.0,1.0,0.9988386,1.0,0.0,0.0,0.0,-8.2937,3.7941,0.0,35.0482,34.9985,34.9464,34.7909,8.4402,8.4402,8.4368,8.4402,2528.0,2526.0,2527.0,2528.0,0.9992089,1.0,1.0004,0.0,0.0,0.0,-20.7659,-5.6723,0.0,39.2168,39.0766,39.1746,39.3265,280.0,280.0,0.0,0.0,1.0,0.0,280.0,278.0,1.0,0.0,0.0,1.0,124.0,125.0,124.0,125.0,127.0,0.0,75.1193,70.1098,72.1338,66.3198,61.0,236002.0,3637.0,83.0,24.0,15.0,10.0,11.0,11.0,8.0,23.0,23.0,28.0,10.0,10.0,9.0,290.0,291.0,290.0,291.0,105.0,0.0,47.4057,45.0208,46.7841,42.674,59.0,344.0,344.0,343.0,344.0,141.0,0.0,74.8092,69.2099,70.9563,65.9732,61.0,391.0,392.0,391.0,392.0,157.0,0.0,89.8786,82.2286,84.0275,80.7076,64.0,3048.0,3048.0,3047.0,3047.0,56.3674,134.0,-11.6706,-12.2059,3042.0,3042.0,3041.0,3041.0,55.5286,131.0,-11.2976,-12.2437
